Date,current_price,portfolio_pnl,position,postion_pnl,capital,holding,action,portfolio_value,sortino,mean3,mean5,mean10,mean20,mean50,std3,std5,std10,std20,std50,sortino_delta,returns,benchmark
2012-02-14,20.4836,3003.2279,0.0,0.0,28003.2279,0.0,0.0,28003.2279,12.5263,20.4836,20.5843,20.4955,20.1916,19.1167,0.1007,0.1646,0.2063,0.3794,1.0297,-13.245,1.120129116,0.955062152056
2012-02-15,20.63,3003.2279,0.0,0.0,28003.2279,0.0,0.0,28003.2279,12.8919,20.566,20.5788,20.5385,20.2479,19.1456,0.0749,0.162,0.1812,0.3548,1.0517,-12.5263,1.120129116,0.961888154275
2012-02-16,20.8223,2989.7879,27985.1712,-0.0,4.6167,1344.0,1.0,27989.7879,12.3604,20.6453,20.5806,20.577,20.3088,19.1752,0.1698,0.1653,0.1975,0.3429,1.0778,-12.8919,1.119591516,0.970854276043
2012-02-17,20.749,2889.7727,27886.656,-98.5152,3.1167,1344.0,1.0,27889.7727,11.6369,20.7338,20.6538,20.5751,20.3555,19.209,0.097,0.134,0.1956,0.3356,1.1004,-12.3604,1.115590908,0.967436612363
2012-02-21,20.4195,2433.4847,0.0,0.0,27433.4847,0.0,2.0,27433.4847,11.615,20.6636,20.6209,20.5806,20.3838,19.2351,0.2145,0.1706,0.1897,0.3141,1.1135,-11.6369,1.097339388,0.9520734448
2012-02-22,20.5934,2433.4847,0.0,0.0,27433.4847,0.0,0.0,27433.4847,11.4004,20.5873,20.6429,20.6136,20.4214,19.2755,0.1648,0.1549,0.1538,0.29,1.1256,-11.615,1.097339388,0.96018165372
2012-02-23,20.5568,2433.4847,0.0,0.0,27433.4847,0.0,0.0,27433.4847,10.7663,20.5233,20.6282,20.6035,20.4465,19.3102,0.0917,0.1598,0.1539,0.278,1.138,-11.4004,1.097339388,0.958475153165
2012-02-24,20.5751,2433.4847,0.0,0.0,27433.4847,0.0,0.0,27433.4847,10.8997,20.5751,20.5788,20.5797,20.4754,19.355,0.0183,0.1173,0.1352,0.2583,1.1429,-10.7663,1.097339388,0.959328403443
2012-02-27,20.5111,2431.9847,0.0,0.0,27431.9847,0.0,2.0,27431.9847,10.833,20.5477,20.5312,20.5925,20.4827,19.4043,0.033,0.0695,0.1196,0.2571,1.1384,-10.8997,1.097279388,0.956344358757
2012-02-28,20.7856,2431.9847,0.0,0.0,27431.9847,0.0,0.0,27431.9847,11.0757,20.6239,20.6044,20.6127,20.5262,19.4657,0.1437,0.1058,0.1341,0.2281,1.1283,-10.833,1.097279388,0.969143112918
2012-02-29,20.7033,2431.9847,0.0,0.0,27431.9847,0.0,0.0,27431.9847,10.0736,20.6667,20.6264,20.6346,20.5651,19.5301,0.1409,0.1141,0.1285,0.1819,1.1044,-11.0757,1.097279388,0.965305817955
2012-03-01,20.8131,2431.9847,0.0,0.0,27431.9847,0.0,0.0,27431.9847,10.374,20.7673,20.6776,20.6529,20.5957,19.5909,0.0572,0.1313,0.1403,0.1683,1.0894,-10.0736,1.097279388,0.970425319619
2012-03-02,20.9321,2439.8168,27421.051,20.9321,18.7658,1310.0,1.0,27439.8168,9.9732,20.8161,20.749,20.6639,20.6204,19.6624,0.1144,0.1563,0.1582,0.1798,1.0564,-10.374,1.097592672,0.975973777707
2012-03-05,20.4012,1744.3378,26725.572,-674.5469,18.7658,1310.0,0.0,26744.3378,9.5632,20.7155,20.7271,20.6291,20.6021,19.7126,0.2786,0.1997,0.1748,0.1826,1.0299,-9.9732,1.069773512,0.951220194522
2012-03-06,19.6782,784.1078,0.0,0.0,25784.1078,0.0,2.0,25784.1078,9.2955,20.3372,20.5056,20.555,20.5678,19.7519,0.6294,0.5028,0.3465,0.2722,0.9886,-9.5632,1.031364312,0.917509814709
2012-03-07,19.9619,782.6078,0.0,0.0,25782.6078,0.0,2.0,25782.6078,8.8392,20.0138,20.3573,20.4918,20.5527,19.7907,0.3643,0.538,0.3931,0.2972,0.9569,-9.2955,1.031304312,0.930737525294
2012-03-08,20.3372,782.6078,0.0,0.0,25782.6078,0.0,0.0,25782.6078,7.8215,19.9924,20.2621,20.4699,20.5367,19.8354,0.3306,0.4756,0.3952,0.2998,0.9282,-8.8392,1.031304312,0.948236149836
2012-03-09,20.4836,781.1078,0.0,0.0,25781.1078,0.0,2.0,25781.1078,6.4671,20.2609,20.1724,20.4607,20.5202,19.8861,0.2691,0.3409,0.3935,0.2928,0.8916,-7.8215,1.031244312,0.955062152056
2012-03-12,20.3738,781.1078,0.0,0.0,25781.1078,0.0,0.0,25781.1078,5.9414,20.3982,20.1669,20.447,20.5198,19.9396,0.0762,0.3365,0.394,0.293,0.8363,-6.4671,1.031244312,0.949942650391
2012-03-13,20.8314,781.1078,0.0,0.0,25781.1078,0.0,0.0,25781.1078,6.3381,20.5629,20.3976,20.4516,20.5321,19.9983,0.2389,0.3121,0.3986,0.301,0.7916,-5.9414,1.031244312,0.971278569897
2012-03-14,20.3829,781.1078,0.0,0.0,25781.1078,0.0,0.0,25781.1078,4.6846,20.5294,20.4818,20.4195,20.5271,20.047,0.2616,0.2029,0.3889,0.3027,0.7358,-6.3381,1.031244312,0.950366944245
2012-03-15,20.4195,781.1078,0.0,0.0,25781.1078,0.0,0.0,25781.1078,6.3052,20.5446,20.4982,20.3802,20.5166,20.0827,0.249,0.1912,0.3637,0.3026,0.7087,-4.6846,1.031244312,0.9520734448
2012-03-16,20.4177,781.1078,0.0,0.0,25781.1078,0.0,0.0,25781.1078,6.173,20.4067,20.4851,20.3287,20.4963,20.1242,0.0206,0.1947,0.3093,0.2945,0.6641,-6.3052,1.031244312,0.951989518543
2012-03-19,20.3627,779.6078,0.0,0.0,25779.6078,0.0,2.0,25779.6078,6.1795,20.4,20.4829,20.3249,20.477,20.1606,0.0323,0.1963,0.3085,0.2897,0.6243,-6.173,1.031184312,0.949425105141
2012-03-20,20.0788,779.6078,0.0,0.0,25779.6078,0.0,0.0,25779.6078,6.3815,20.2864,20.3323,20.365,20.46,20.1977,0.1819,0.1438,0.2316,0.3029,0.5585,-6.1795,1.031184312,0.936188069416
2012-03-21,20.0879,786.8657,25772.7757,20.0879,14.09,1283.0,1.0,25786.8657,7.4086,20.1765,20.2733,20.3776,20.4347,20.2303,0.1614,0.175,0.2097,0.3122,0.4995,-6.3815,1.031474628,0.93661236327
2012-03-22,19.8773,515.1659,25502.5759,-250.1119,12.59,1283.0,1.0,25515.1659,7.3982,20.0147,20.1649,20.3316,20.4007,20.248,0.1191,0.2231,0.2631,0.3344,0.4695,-7.4086,1.020606636,0.926792991225
2012-03-23,20.0421,713.7743,0.0,0.0,25713.7743,0.0,2.0,25713.7743,7.3326,20.0024,20.0898,20.2874,20.3741,20.2657,0.1108,0.1747,0.2717,0.3409,0.4434,-7.3982,1.028550972,0.934476906292
2012-03-26,20.2528,712.2743,0.0,0.0,25712.2743,0.0,2.0,25712.2743,7.3532,20.0574,20.0678,20.2753,20.3612,20.286,0.1882,0.1339,0.2701,0.3403,0.418,-7.3326,1.028490972,0.944300940907
2012-03-27,20.2437,719.818,25709.499,20.2437,10.319,1270.0,1.0,25719.818,6.5926,20.1795,20.1008,20.2166,20.3341,20.3079,0.1191,0.1558,0.1867,0.326,0.3844,-7.3532,1.02879272,0.943876647053
2012-03-28,19.8589,229.622,25220.803,-468.4523,8.819,1270.0,1.0,25229.622,6.6491,20.1185,20.055,20.1642,20.2918,20.3203,0.2248,0.1903,0.2072,0.3304,0.3583,-6.5926,1.00918488,0.925935078378
2012-03-29,19.6574,-27.783,24964.898,-724.3573,7.319,1270.0,1.0,24972.217,6.5228,19.92,20.011,20.0879,20.2341,20.3234,0.2979,0.2558,0.2404,0.3354,0.3518,-6.6491,0.99888868,0.916540000187
2012-03-30,19.804,156.899,25151.08,-538.1753,5.819,1270.0,1.0,25156.899,6.4665,19.7734,19.9634,20.0266,20.1777,20.3274,0.1042,0.2703,0.2247,0.3054,0.3446,-6.5228,1.00627596,0.923375327546
2012-04-02,19.9963,399.62,25395.301,-293.9543,4.319,1270.0,1.0,25399.62,6.5099,19.8192,19.9121,19.9899,20.1574,20.331,0.17,0.2216,0.1911,0.3032,0.34,-6.4665,1.0159848,0.932341449313
2012-04-03,19.8773,248.49,25244.171,-445.0843,4.319,1270.0,0.0,25248.49,6.5682,19.8925,19.8388,19.9698,20.1674,20.3315,0.0971,0.1233,0.1913,0.2896,0.3393,-6.5099,1.0099396,0.926792991225
2012-04-04,19.5841,-136.574,0.0,0.0,24863.426,0.0,2.0,24863.426,6.5431,19.8192,19.7838,19.9194,20.1485,20.3263,0.2121,0.1659,0.2208,0.3149,0.3488,-6.5682,0.99453704,0.913122336507
2012-04-05,19.7948,-136.574,0.0,0.0,24863.426,0.0,0.0,24863.426,6.4174,19.7521,19.8113,19.9112,20.1214,20.3211,0.1512,0.1504,0.2241,0.3211,0.3548,-6.5431,0.99453704,0.922946371122
2012-04-09,19.52,-149.304,24848.96,0.0,1.736,1273.0,1.0,24850.696,5.6474,19.633,19.7545,19.8589,20.0732,20.3116,0.1438,0.1995,0.2496,0.3358,0.3698,-6.4174,0.99402784,0.910133629251
2012-04-10,19.1719,-593.9353,24405.8287,-443.1313,0.236,1273.0,1.0,24406.0647,6.6202,19.4956,19.5896,19.7509,20.0131,20.2877,0.3122,0.2758,0.2907,0.3834,0.4032,-5.6474,0.976242588,0.893903223701
2012-04-11,19.4467,-245.6149,24755.6491,-93.3109,-1.264,1273.0,1.0,24754.3851,6.5047,19.3796,19.5035,19.6712,19.9439,20.2783,0.1835,0.2263,0.2464,0.3515,0.4173,-6.6202,0.990175404,0.906715965572
2012-04-12,19.9414,384.1382,25385.4022,536.4422,-1.264,1273.0,0.0,25384.1382,6.5932,19.52,19.575,19.6794,19.9218,20.2786,0.3899,0.3019,0.2547,0.336,0.417,-6.5047,1.015365528,0.929781698481
2012-04-13,19.7307,115.9171,25117.1811,268.2211,-1.264,1273.0,0.0,25115.9171,6.761,19.7063,19.5622,19.6867,19.8873,20.2693,0.2482,0.2914,0.255,0.3171,0.424,-6.5932,1.004636684,0.919957663866
2012-04-16,19.4651,-222.1917,24779.0723,-69.8877,-1.264,1273.0,0.0,24777.8083,6.7038,19.7124,19.5512,19.6528,19.8397,20.2498,0.2387,0.2944,0.2602,0.3045,0.4382,-6.761,0.991112332,0.907573878419
2012-04-17,19.6849,57.6137,25058.8777,209.9177,-1.264,1273.0,0.0,25057.6137,6.626,19.6269,19.6538,19.6217,19.8058,20.2282,0.142,0.205,0.2315,0.28,0.4389,-6.7038,1.002304548,0.917822206888
2012-04-18,19.6299,-13.9013,24988.8627,139.9027,-2.764,1273.0,1.0,24986.0987,6.7008,19.5933,19.6904,19.597,19.7834,20.2135,0.1144,0.1725,0.2137,0.2749,0.4464,-6.626,0.999443948,0.915257793485
2012-04-19,19.7857,184.4321,25187.1961,338.2361,-2.764,1273.0,0.0,25184.4321,6.6887,19.7002,19.6593,19.6171,19.7683,20.2039,0.079,0.1228,0.2217,0.2654,0.4504,-6.7008,1.007377284,0.922522077268
2012-04-20,19.749,137.713,25140.477,291.517,-2.764,1273.0,0.0,25137.713,6.7418,19.7215,19.6629,19.6125,19.7618,20.1857,0.0814,0.1257,0.2181,0.2642,0.4501,-6.6887,1.00550852,0.920810914143
2012-04-23,19.3002,-433.6094,24569.1546,-279.8054,-2.764,1273.0,0.0,24566.3906,6.7395,19.6116,19.6299,19.5906,19.7247,20.1555,0.2703,0.1938,0.2386,0.2746,0.4578,-6.7418,0.982655624,0.899885300782
2012-04-24,19.3002,-435.1094,24569.1546,-279.8054,-4.264,1273.0,1.0,24564.8906,6.5828,19.4498,19.553,19.6034,19.6771,20.1338,0.2591,0.2379,0.216,0.2605,0.4722,-6.7395,0.982595624,0.899885300782
2012-04-25,19.4559,-236.9033,24767.3607,-81.5993,-4.264,1273.0,0.0,24763.0967,6.5853,19.3521,19.5182,19.6043,19.6377,20.1112,0.0899,0.2365,0.2152,0.2278,0.4772,-6.5828,0.990523868,0.907144921995
2012-04-26,19.6666,31.3178,25035.5818,186.6218,-4.264,1273.0,0.0,25031.3178,6.6386,19.4742,19.4944,19.5768,19.6281,20.0949,0.1839,0.207,0.1825,0.222,0.4782,-6.5853,1.001252712,0.91696895661
2012-04-27,19.8406,240.0898,0.0,0.0,25240.0898,0.0,2.0,25240.0898,6.7106,19.6544,19.5127,19.5878,19.6373,20.0791,0.1926,0.237,0.1956,0.2269,0.4732,-6.6386,1.009603592,0.9250818281
2012-04-30,19.6941,238.5898,0.0,0.0,25238.5898,0.0,2.0,25238.5898,6.7298,19.7338,19.5915,19.6107,19.6318,20.0566,0.0936,0.213,0.193,0.224,0.4638,-6.7106,1.009543592,0.918251163311
2012-05-01,19.8773,237.0898,0.0,0.0,25237.0898,0.0,2.0,25237.0898,7.274,19.804,19.7069,19.6299,19.6258,20.0391,0.0969,0.1671,0.2101,0.2152,0.4535,-6.7298,1.009483592,0.926792991225
2012-05-02,19.9047,235.5898,0.0,0.0,25235.5898,0.0,2.0,25235.5898,6.5994,19.8254,19.7967,19.6574,19.6272,20.0288,0.1145,0.109,0.2273,0.217,0.4505,-7.274,1.009423592,0.928070535356
2012-05-03,19.6849,222.7798,25216.3569,0.0,6.4229,1281.0,1.0,25222.7798,6.5005,19.8223,19.8003,19.6473,19.6322,20.0106,0.1198,0.1038,0.2232,0.2171,0.4456,-6.5994,1.008911192,0.917822206888
2012-05-04,19.4559,-70.5692,24923.0079,-293.349,6.4229,1281.0,0.0,24929.4308,7.2829,19.6818,19.7234,19.618,19.6153,19.9886,0.2244,0.1806,0.2276,0.217,0.4453,-6.5005,0.997177232,0.907144921995
2012-05-07,19.4284,-107.2967,24887.7804,-328.5765,4.9229,1281.0,1.0,24892.7033,7.2126,19.5231,19.6702,19.6309,19.6107,19.9657,0.1408,0.225,0.2107,0.22,0.444,-7.2829,0.995708132,0.905862715294
2012-05-08,19.1261,-496.043,24500.5341,-715.8228,3.4229,1281.0,1.0,24503.957,7.2077,19.3368,19.52,19.6135,19.6084,19.938,0.183,0.2928,0.2454,0.225,0.4524,-7.2126,0.98015828,0.891767766722
2012-05-09,18.9338,-755.1893,0.0,0.0,24244.8107,0.0,2.0,24244.8107,7.1013,19.1628,19.3258,19.5612,19.5828,19.901,0.2493,0.2958,0.3252,0.2693,0.4573,-7.2077,0.969792428,0.882801644955
2012-05-10,18.8147,-756.6893,0.0,0.0,24243.3107,0.0,2.0,24243.3107,7.0033,18.9582,19.1518,19.4761,19.5264,19.8632,0.1572,0.2876,0.398,0.3057,0.4676,-7.1013,0.969732428,0.877248524297
2012-05-11,18.6956,-756.6893,0.0,0.0,24243.3107,0.0,0.0,24243.3107,7.4513,18.8147,18.9997,19.3616,19.4747,19.8208,0.1191,0.2876,0.4435,0.3532,0.4756,-7.0033,0.969732428,0.871695403639
2012-05-14,18.2651,-756.6893,0.0,0.0,24243.3107,0.0,0.0,24243.3107,7.8965,18.5918,18.7671,19.2187,19.4147,19.7675,0.2891,0.3225,0.5434,0.445,0.4975,-7.4513,0.969732428,0.851623040555
2012-05-15,18.1643,-758.1893,0.0,0.0,24241.8107,0.0,2.0,24241.8107,9.5058,18.375,18.5747,19.0474,19.3387,19.7228,0.2822,0.3411,0.5814,0.5199,0.5383,-7.8965,0.969672428,0.846923170174
2012-05-16,18.0269,-759.6893,0.0,0.0,24240.3107,0.0,2.0,24240.3107,9.8885,18.1521,18.3933,18.8596,19.2585,19.6897,0.1196,0.3435,0.577,0.5913,0.5893,-9.5058,0.969612428,0.840516799239
2012-05-17,17.7155,-761.1893,0.0,0.0,24238.8107,0.0,2.0,24238.8107,10.4092,17.9689,18.1735,18.6626,19.155,19.6448,0.23,0.3579,0.5996,0.6701,0.6506,-9.8885,0.969552428,0.825997556813
2012-05-18,17.4957,-761.1893,0.0,0.0,24238.8107,0.0,0.0,24238.8107,11.5836,17.746,17.9335,18.4666,19.0423,19.588,0.267,0.3206,0.6311,0.7497,0.7102,-10.4092,0.969552428,0.815749228345
2012-05-21,17.917,-762.6893,0.0,0.0,24237.3107,0.0,2.0,24237.3107,12.4079,17.7094,17.8639,18.3155,18.9732,19.5366,0.2107,0.2633,0.551,0.7875,0.7364,-11.5836,0.969492428,0.835392635005
2012-05-22,17.7155,-762.6893,0.0,0.0,24237.3107,0.0,0.0,24237.3107,10.8348,17.7094,17.7741,18.1744,18.8939,19.4835,0.2107,0.2054,0.4985,0.8314,0.77,-12.4079,0.969492428,0.825997556813
2012-05-23,17.6697,-764.1893,0.0,0.0,24235.8107,0.0,2.0,24235.8107,11.5913,17.7674,17.7027,18.048,18.8046,19.4202,0.1316,0.1502,0.4416,0.8632,0.7867,-10.8348,0.969432428,0.823862099835
2012-05-24,17.4682,-764.1893,0.0,0.0,24235.8107,0.0,0.0,24235.8107,11.7712,17.6178,17.6532,17.9134,18.6947,19.362,0.1316,0.1822,0.3832,0.8873,0.8211,-11.5913,0.969432428,0.814467021644
2012-05-25,17.4224,-765.6893,0.0,0.0,24234.3107,0.0,2.0,24234.3107,12.5286,17.5201,17.6386,17.786,18.5738,19.302,0.1316,0.2001,0.2961,0.8877,0.8512,-11.7712,0.969372428,0.812331564665
2012-05-29,17.9995,-767.1893,0.0,0.0,24232.8107,0.0,2.0,24232.8107,12.7098,17.63,17.655,17.7595,18.4891,19.2536,0.3208,0.23,0.2577,0.8554,0.8552,-12.5286,0.969312428,0.839239255108
2012-05-30,17.5415,-768.6893,0.0,0.0,24231.3107,0.0,2.0,24231.3107,10.5449,17.6544,17.6202,17.6972,18.3723,19.1972,0.3047,0.2317,0.2218,0.8143,0.8734,-12.7098,0.969252428,0.817884685323
2012-05-31,17.5598,-768.6893,0.0,0.0,24231.3107,0.0,0.0,24231.3107,12.2787,17.7002,17.5982,17.6505,18.255,19.1468,0.2593,0.231,0.1918,0.7482,0.8939,-10.5449,0.969252428,0.818737935601
2012-06-01,17.0377,-768.6893,0.0,0.0,24231.3107,0.0,0.0,24231.3107,12.2097,17.3796,17.5121,17.5827,18.1227,19.0858,0.2963,0.3442,0.2701,0.7154,0.9317,-12.2787,0.969252428,0.79439465856
2012-06-04,16.9369,-766.0524,24219.767,16.9369,14.1806,1430.0,1.0,24233.9476,14.1785,17.1781,17.415,17.5268,17.9967,19.027,0.3344,0.4329,0.3391,0.6896,0.9726,-12.2097,0.969357904,0.789694788179
2012-06-05,17.0834,-570.8574,0.0,0.0,24429.1426,0.0,2.0,24429.1426,14.5671,17.0193,17.2318,17.4434,17.8795,18.9679,0.075,0.2959,0.3349,0.6301,0.9992,-14.1785,0.977165704,0.796525452969
2012-06-06,17.5781,-567.1693,24415.9809,17.5781,16.8498,1389.0,1.0,24432.8307,14.6464,17.1995,17.2392,17.4297,17.8021,18.9144,0.336,0.3057,0.3252,0.5601,1.0006,-14.5671,0.977313228,0.819591185878
2012-06-07,17.6697,-441.4369,24543.2133,144.8105,15.3498,1389.0,1.0,24558.5631,12.7929,17.4437,17.2612,17.4297,17.7389,18.8629,0.3154,0.3369,0.3252,0.493,0.997,-14.6464,0.982342524,0.823862099835
2012-06-08,17.6239,-505.0531,24479.5971,81.1943,15.3498,1389.0,0.0,24494.9469,12.8544,17.6239,17.3784,17.4453,17.6793,18.8182,0.0458,0.3417,0.3309,0.4232,1.0016,-12.7929,0.979797876,0.821726642856
2012-06-11,17.5598,-594.088,24390.5622,-7.8406,15.3498,1389.0,0.0,24405.912,12.8411,17.6178,17.503,17.459,17.6225,18.7762,0.0552,0.2384,0.3327,0.3494,1.0096,-12.8544,0.97623648,0.818737935601
2012-06-12,17.7521,-326.9833,24657.6669,259.2641,15.3498,1389.0,0.0,24673.0167,12.8161,17.6453,17.6367,17.4343,17.5969,18.7352,0.0979,0.0773,0.2951,0.3171,1.0087,-12.8411,0.986920668,0.827704057368
2012-06-13,17.6514,-468.3556,24517.7946,119.3918,13.8498,1389.0,1.0,24531.6444,12.9559,17.6544,17.6514,17.4453,17.5712,18.6883,0.0962,0.0701,0.3015,0.2882,1.0033,-12.8161,0.981265776,0.823008849558
2012-06-14,17.6972,-418.6294,0.0,0.0,24581.3706,0.0,2.0,24581.3706,12.9021,17.7002,17.6569,17.459,17.5547,18.6447,0.0504,0.0729,0.3103,0.2696,0.998,-12.9559,0.983254824,0.825144306536
2012-06-15,17.8336,-418.6294,0.0,0.0,24581.3706,0.0,0.0,24581.3706,12.8902,17.7274,17.6988,17.5386,17.5606,18.6097,0.0948,0.1032,0.2918,0.2746,0.995,-12.9021,0.983254824,0.831504051773
2012-06-18,17.8614,-420.1294,0.0,0.0,24579.8706,0.0,2.0,24579.8706,12.3733,17.7974,17.7591,17.6311,17.5789,18.571,0.0879,0.0887,0.2167,0.2821,0.9855,-12.8902,0.983194824,0.832800246184
2012-06-19,18.2233,-420.1294,0.0,0.0,24579.8706,0.0,0.0,24579.8706,12.2763,17.9727,17.8534,17.745,17.5942,18.5451,0.2174,0.225,0.1954,0.3085,0.9771,-12.3733,0.983194824,0.849674086369
2012-06-20,18.0191,-421.6294,0.0,0.0,24578.3706,0.0,2.0,24578.3706,10.9031,18.0346,17.9269,17.7891,17.6094,18.522,0.1814,0.2013,0.2032,0.3219,0.9756,-12.2763,0.983134824,0.840153118793
2012-06-21,17.4253,-421.6294,0.0,0.0,24578.3706,0.0,0.0,24578.3706,11.6857,17.8892,17.8725,17.7647,17.5972,18.4816,0.4145,0.2942,0.2318,0.3242,0.9784,-10.9031,0.983134824,0.81246677919
2012-06-22,17.416,-418.3234,24573.976,17.416,7.7006,1411.0,1.0,24581.6766,13.9412,17.6202,17.789,17.7439,17.5946,18.4311,0.3456,0.3599,0.2541,0.3255,0.9666,-11.6857,0.983267064,0.812033160197
2012-06-25,16.9799,-1033.6605,23958.6389,-597.9211,7.7006,1411.0,0.0,23966.3395,13.9873,17.2738,17.6127,17.6859,17.5725,18.3761,0.2545,0.503,0.3492,0.3518,0.9694,-13.9412,0.95865358,0.791699693203
2012-06-26,17.1098,-851.8716,24141.9278,-414.6322,6.2006,1411.0,1.0,24148.1284,13.6173,17.1686,17.3901,17.6217,17.528,18.329,0.2239,0.4014,0.3921,0.3512,0.9726,-13.9873,0.965925136,0.797756371402
2012-06-27,17.314,-563.7454,24430.054,-126.506,6.2006,1411.0,0.0,24436.2546,13.7164,17.1346,17.249,17.588,17.5166,18.2815,0.1684,0.1968,0.4036,0.3544,0.9629,-13.6173,0.977450184,0.807277338978
2012-06-28,17.0449,-944.9455,24050.3539,-506.2061,4.7006,1411.0,1.0,24055.0545,13.8798,17.1562,17.1729,17.5227,17.4909,18.2298,0.1404,0.1848,0.4354,0.3695,0.9584,-13.7164,0.96220218,0.794730363587
2012-06-29,17.5367,-252.5157,24744.2837,187.7237,3.2006,1411.0,1.0,24747.4843,13.6776,17.2985,17.1971,17.493,17.5158,18.1849,0.2462,0.2274,0.4218,0.3538,0.9364,-13.8798,0.989899372,0.817660881972
2012-07-02,17.4253,-409.7011,24587.0983,30.5383,3.2006,1411.0,0.0,24590.2989,14.0669,17.3356,17.2861,17.4494,17.5402,18.1384,0.2579,0.2075,0.4015,0.3276,0.9146,-13.6776,0.983611956,0.81246677919
2012-07-03,17.6294,-121.716,24875.0834,318.5234,3.2006,1411.0,0.0,24878.284,14.004,17.5305,17.3901,17.3901,17.5675,18.105,0.1022,0.2264,0.3072,0.3098,0.9017,-14.0669,0.99513136,0.821983084197
2012-07-05,17.7129,-5.3975,24992.9019,436.3419,1.7006,1411.0,1.0,24994.6025,14.1679,17.5892,17.4698,17.3594,17.5743,18.0732,0.148,0.2606,0.2469,0.3115,0.8866,-14.004,0.9997841,0.825876329998
2012-07-06,17.481,-332.6084,24665.691,109.131,1.7006,1411.0,0.0,24667.3916,14.23,17.6078,17.5571,17.365,17.5649,18.0337,0.1175,0.1152,0.2491,0.3113,0.8676,-14.1679,0.986695664,0.815063830581
2012-07-09,17.1562,-792.4012,24207.3982,-349.1618,0.2006,1411.0,1.0,24207.5988,14.0668,17.4501,17.481,17.339,17.5415,17.9835,0.2796,0.2147,0.2567,0.3239,0.8434,-14.23,0.968303952,0.799919803799
2012-07-10,16.7851,-1330.1333,0.0,0.0,23669.8667,0.0,2.0,23669.8667,13.8093,17.1408,17.3529,17.3195,17.5027,17.9224,0.3482,0.382,0.2919,0.3653,0.8164,-14.0668,0.946794668,0.78261700719
2012-07-11,16.8593,-1331.6333,0.0,0.0,23668.3667,0.0,2.0,23668.3667,13.4607,16.9335,17.1989,17.2945,17.4581,17.8657,0.1964,0.3976,0.3212,0.3871,0.7888,-13.8093,0.946734668,0.786076633998
2012-07-12,16.7016,-1333.1333,0.0,0.0,23666.8667,0.0,2.0,23666.8667,13.1862,16.782,16.9966,17.2332,17.4106,17.8022,0.0789,0.3204,0.3715,0.4191,0.7505,-13.4607,0.946674668,0.778723761388
2012-07-13,16.8222,-1347.1933,23652.0132,-0.0,0.7935,1406.0,1.0,23652.8067,13.7971,16.7944,16.8649,17.211,17.3669,17.7406,0.0825,0.173,0.3903,0.433,0.6991,-13.1862,0.946112268,0.784346820594
2012-07-16,16.5717,-1713.4563,0.0,0.0,23286.5437,0.0,2.0,23286.5437,13.3051,16.6985,16.748,17.1145,17.3038,17.6783,0.1253,0.1146,0.419,0.4529,0.6599,-13.7971,0.931461748,0.77266708319
2012-07-17,15.9036,-1713.4563,0.0,0.0,23286.5437,0.0,0.0,23286.5437,13.0789,16.4325,16.5717,16.9623,17.2059,17.6072,0.4748,0.3901,0.5496,0.5309,0.6558,-13.3051,0.931461748,0.741516454209
2012-07-18,15.8015,-1714.9563,0.0,0.0,23285.0437,0.0,2.0,23285.0437,15.6376,16.0923,16.3601,16.7795,17.0848,17.5347,0.4183,0.4731,0.6043,0.5619,0.6508,-13.0789,0.931401748,0.736755970421
2012-07-19,16.015,-1714.9563,0.0,0.0,23285.0437,0.0,0.0,23285.0437,16.0398,15.9067,16.2228,16.6097,16.9846,17.4725,0.1067,0.4482,0.5489,0.5652,0.6443,-15.6376,0.931401748,0.746710556991
2012-07-20,15.95,-1716.4563,0.0,0.0,23283.5437,0.0,2.0,23283.5437,15.2213,15.9222,16.0484,16.4566,16.9108,17.4128,0.1094,0.3027,0.4891,0.5999,0.6443,-16.0398,0.931341748,0.743679886606
2012-07-23,15.616,-1716.4563,0.0,0.0,23283.5437,0.0,0.0,23283.5437,15.4811,15.8603,15.8572,16.3026,16.8208,17.3488,0.2141,0.1557,0.4868,0.6528,0.6609,-15.2213,0.931341748,0.728106903401
2012-07-24,15.6902,-1717.9563,0.0,0.0,23282.0437,0.0,2.0,23282.0437,16.7628,15.7521,15.8145,16.1931,16.7563,17.2887,0.1754,0.1685,0.4894,0.6984,0.6725,-15.4811,0.931281748,0.731566530209
2012-07-25,15.5232,-1717.9563,0.0,0.0,23282.0437,0.0,0.0,23282.0437,16.4897,15.6098,15.7589,16.0595,16.677,17.2339,0.0837,0.2138,0.4693,0.7447,0.7024,-16.7628,0.931281748,0.723780038606
2012-07-26,15.718,-1717.9563,0.0,0.0,23282.0437,0.0,0.0,23282.0437,17.1312,15.6438,15.6995,15.9611,16.5972,17.185,0.1054,0.1591,0.4202,0.7582,0.7212,-16.4897,0.931281748,0.732862724619
2012-07-27,16.0892,-1716.3371,23281.0724,16.0892,2.5905,1447.0,1.0,23283.6629,16.3829,15.7768,15.7273,15.8878,16.5494,17.1462,0.2875,0.2159,0.3001,0.7586,0.727,-17.1312,0.931346516,0.750170183799
2012-07-30,15.8015,-2132.639,22864.7705,-400.2127,2.5905,1447.0,0.0,22867.361,14.9623,15.8696,15.7644,15.8108,16.4626,17.1079,0.1947,0.2078,0.1799,0.7387,0.7466,-16.3829,0.91469444,0.736755970421
